;Ano_de_Fabricacion;Tasacion_millones;Marca_encoded;Numero_asientos;Monto_Total_miles;Numero_Cuota_Permiso
916;2016;6;54;5;1;0
917;2020;5;19;5;1;0
918;2021;6;99;5;1;0
919;2012;7;54;5;1;0
920;2019;12;54;2;2;0
921;2023;11;49;5;2;0
922;2025;17;54;5;2;1
923;2004;2;95;4;0;0
924;2016;6;91;5;1;0
925;2022;1;126;4;0;1
926;2008;2;19;5;0;0
927;2015;4;36;5;0;0
928;2022;13;63;5;1;1
929;2023;11;116;5;2;0
930;1999;1;19;4;0;0
931;2025;18;16;5;2;1
932;2014;3;11;5;0;0
933;2015;3;19;5;0;0
934;2014;9;19;4;2;0
935;2003;2;113;3;0;0
936;2018;2;104;1;0;0
937;2018;7;84;5;1;0
938;2012;2;18;5;0;0
939;2023;12;63;5;2;0
940;2023;18;109;5;4;0
941;2011;3;103;5;0;0
942;2013;6;109;5;0;1
943;2007;3;21;5;0;0
944;2011;2;88;5;0;0
945;2008;4;37;4;0;0
946;2019;6;42;5;0;1
947;2012;3;81;4;0;0
948;2000;1;19;5;0;0
949;2022;12;42;5;2;0
950;2006;2;48;2;0;0
951;2024;17;18;5;2;1
952;2022;11;83;2;2;0
953;2023;11;66;5;2;0
954;2013;1;16;2;0;0
955;2018;6;54;5;1;0
956;2019;3;113;5;0;0
957;2013;6;19;5;1;0
958;2017;6;21;4;1;0
959;2023;9;19;5;2;0
960;2013;4;116;5;0;0
961;2013;5;54;3;1;0
962;2015;1;113;1;0;0
963;2022;4;126;2;0;0
964;2014;3;54;5;0;0
965;2022;7;19;7;1;0
966;2014;8;54;5;1;0
967;2020;5;127;5;1;0
968;2012;2;19;5;0;0
969;2014;5;113;5;0;1
970;2010;2;19;4;0;0
971;2015;8;71;4;1;0
972;2015;4;21;5;0;0
973;2018;11;54;5;1;1
974;2018;0;120;1;0;0
975;2021;8;71;5;1;0
976;2005;2;116;5;0;0
977;2023;16;88;5;4;0
978;2021;12;21;5;1;1
979;2023;7;113;4;0;1
980;2015;5;12;5;1;0
981;2008;2;91;5;0;0
982;2019;12;19;5;2;0
983;2016;5;54;4;1;0
984;2020;8;19;4;1;0
985;2022;10;19;5;2;0
986;2022;8;19;2;1;0
987;2015;9;87;5;1;1
988;2013;3;86;4;0;0
989;2006;3;50;4;0;0
990;2011;2;19;5;0;0
991;2015;10;85;5;2;0
992;2013;5;91;4;1;0
993;2022;6;30;2;1;0
994;2024;18;54;3;2;1
995;2017;4;42;5;0;0
996;2019;5;50;1;1;0
997;2012;3;91;5;0;0
998;2021;9;30;5;2;0
999;2023;14;54;5;2;1
1000;2016;8;84;4;1;1
1001;2017;6;42;5;1;0
1002;2021;9;81;5;2;0
1003;2018;5;54;5;1;0
1004;2023;8;19;4;1;0
1005;2011;3;91;4;0;0
1006;2014;3;19;5;0;0
1007;2016;6;113;3;1;0
1008;2016;5;21;5;1;0
1009;2012;2;19;4;0;1
1010;2012;4;109;5;0;0
1011;2023;13;32;2;3;0
1012;2014;6;109;4;1;0
1013;2003;2;113;4;0;0
1014;2015;8;71;2;1;0
1015;2019;11;71;4;1;1
1016;2021;10;49;5;2;0
1017;2003;1;54;5;0;0
1018;2011;2;19;4;0;0
1019;2022;15;84;5;2;1
1020;2020;10;95;4;1;1
1021;2019;6;32;5;1;0
1022;2023;13;16;5;3;0
1023;2018;6;16;5;1;0
1024;2018;6;99;5;1;0
1025;2018;8;19;5;1;0
1026;2018;5;21;5;1;0
1027;2014;3;42;5;0;0
1028;2015;5;113;5;1;0
1029;2008;2;113;5;0;0
1030;2014;7;71;5;1;0
1031;2016;9;54;3;1;0
1032;2006;2;54;5;0;0
1033;2021;6;113;4;0;1
1034;2007;3;103;4;0;0
1035;2024;12;30;7;1;1
1036;2011;5;91;4;1;0
1037;2000;1;23;5;0;0
1038;2011;2;19;5;0;0
1039;2021;6;19;5;1;0
1040;2018;10;71;4;2;0
1041;2011;2;19;5;0;0
1042;1998;1;116;5;0;0
1043;2021;9;39;5;2;0
1044;2016;4;79;5;0;0
1045;2007;2;54;4;0;0
1046;2025;2;126;2;0;0
1047;2011;2;113;4;0;0
1048;2005;2;37;5;0;0
1049;2008;2;91;5;0;0
1050;2007;4;51;5;0;0
1051;2018;10;37;4;2;0
1052;2022;8;19;2;1;0
1053;2013;2;19;4;0;0
1054;2008;2;103;5;0;0
1055;2017;3;35;5;0;0
1056;2022;7;113;5;1;0
1057;2000;1;19;4;0;0
1058;2011;8;116;7;1;0
1059;2011;2;71;4;0;1
1060;2023;11;63;6;2;0
1061;2000;1;113;4;0;0
1062;2017;4;42;4;0;0
1063;2018;8;19;4;1;1
1064;2017;4;19;5;0;0
1065;2019;1;126;1;0;0
1066;2022;7;19;4;0;1
1067;2014;6;91;5;1;0
1068;2016;5;36;2;1;0
1069;2010;5;19;2;1;0
1070;2015;4;91;5;0;0
1071;2000;1;113;5;0;0
1072;2017;9;54;5;1;1
1073;2020;13;95;5;3;0
1074;2024;14;88;7;3;0
1075;2021;2;73;1;0;0
1076;2022;10;86;5;2;0
1077;2025;30;109;7;5;1
1078;2015;3;54;4;0;0
1079;2018;6;71;5;0;1
1080;2006;2;113;4;0;0
1081;2024;11;32;5;1;1
1082;2017;1;50;1;0;0
1083;2023;11;86;5;2;0
1084;1998;1;37;5;0;0
1085;2013;8;116;4;1;0
1086;2020;6;97;2;1;0
1087;2001;1;19;5;0;0
1088;2022;7;74;2;1;0
1089;2016;11;19;5;2;0
1090;2016;4;127;7;0;0
1091;2023;27;37;5;8;0
1092;2021;8;99;4;1;0
1093;2006;2;20;5;0;0
1094;2011;5;71;7;1;0
1095;2017;10;71;5;1;1
1096;2024;8;86;5;1;0
1097;2018;5;54;5;1;0
1098;2014;3;19;5;0;0
1099;2016;4;113;5;0;0
1100;2011;2;32;4;0;0
1101;2022;18;54;4;4;0
1102;2009;4;50;5;0;1
1103;2010;4;54;12;0;1
1104;2014;6;21;5;1;0
1105;2024;11;63;4;2;0
1106;2020;7;71;5;1;0
1107;2018;5;19;5;0;1
1108;2006;2;113;2;0;0
1109;2024;14;93;5;3;0
1110;2020;12;111;4;2;0
1111;2014;2;79;4;0;0
1112;2024;14;41;5;3;0
1113;2012;4;116;5;0;0
1114;2013;3;71;5;0;0
1115;2011;2;71;5;0;0
1116;2018;10;54;5;2;0
1117;2016;10;19;5;2;0
1118;2002;1;19;5;0;0
1119;2021;6;28;5;1;0
1120;2023;11;11;5;2;0
1121;2023;22;84;5;6;0
1122;2022;8;19;4;1;1
1123;2023;13;86;5;3;0
1124;2000;1;19;3;0;0
1125;2015;5;16;5;1;0
1126;2018;4;16;7;0;0
1127;2022;9;32;7;2;0
1128;2023;12;63;7;2;0
1129;1997;1;91;5;0;0
1130;2022;7;86;5;1;0
1131;2020;1;50;1;0;0
1132;2019;1;50;2;0;0
1133;2019;7;16;7;1;0
1134;2016;7;71;5;1;0
1135;2016;5;113;5;1;0
1136;2020;12;19;5;2;0
1137;2011;2;19;4;0;0
1138;2023;11;54;4;1;1
1139;2024;11;16;7;1;1
1140;2021;12;19;5;2;0
1141;2012;2;41;5;0;0
1142;2018;10;95;2;2;0
1143;2011;3;91;5;0;0
1144;2022;12;59;5;2;0
1145;2012;6;88;5;0;1
1146;2020;5;16;2;1;0
1147;2017;6;99;5;1;0
1148;2025;17;59;5;2;1
1149;2018;6;116;4;1;0
1150;2021;6;74;5;1;0
1151;2012;2;19;4;0;0
1152;2024;12;86;5;1;1
1153;2013;3;19;4;0;0
1154;1994;1;19;5;0;0
1155;2018;20;123;5;5;0
1156;2024;24;59;5;1;1
1157;2021;9;95;3;1;0
1158;2021;10;5;5;1;1
1159;2020;7;91;5;1;0
1160;2018;10;91;5;2;0
1161;2022;13;19;4;1;1
1162;1999;1;84;2;0;0
1163;2025;15;54;7;2;1
1164;2010;2;132;4;0;0
1165;2024;2;122;1;0;0
1166;2012;3;81;2;0;0
1167;2020;14;19;5;3;0
1168;2005;2;103;5;0;0
1169;2006;3;54;4;0;0
1170;2013;6;113;5;1;0
1171;2014;3;36;2;0;0
1172;2019;6;86;4;0;1
1173;2014;3;54;5;0;0
1174;2007;3;84;5;0;0
1175;2005;3;54;5;0;0
1176;2017;4;19;5;0;0
1177;2019;6;19;4;1;0
1178;2006;1;71;5;0;0
1179;2022;21;54;3;5;0
1180;2022;10;86;4;2;0
1181;2020;17;95;5;2;1
1182;2014;6;109;4;0;1
1183;2013;3;19;5;0;0
1184;2018;1;50;1;0;0
1185;2022;7;113;5;1;0
1186;2017;9;54;5;1;0
1187;2017;5;54;5;1;0
1188;2007;4;54;5;0;0
1189;2009;3;116;5;0;0
1190;2019;6;19;5;1;0
1191;2016;5;54;4;1;0
1192;2014;2;19;5;0;0
1193;2018;7;21;2;0;1
1194;2022;17;54;5;4;0
1195;2023;12;42;5;1;1
1196;2012;3;91;5;0;0
1197;2014;3;18;3;0;0
1198;2020;5;68;2;0;1
1199;2022;1;50;1;0;0
1200;2006;3;54;5;0;0
1201;2019;7;11;4;0;1
1202;2011;3;21;2;0;0
1203;2013;3;103;5;0;0
1204;2022;7;54;4;1;0
1205;2019;8;95;4;1;1
1206;2019;7;21;2;1;0
1207;2017;2;126;1;0;0
1208;2022;17;41;5;2;1
1209;2022;7;86;5;1;0
1210;2019;13;123;5;3;0
1211;2012;5;91;5;1;0
1212;2022;2;6;2;0;0
1213;2008;2;19;5;0;0
1214;2017;4;59;5;0;0
1215;2003;1;54;5;0;0
1216;2015;7;19;5;0;1
1217;2023;16;54;3;4;0
1218;2019;8;30;5;1;0
1219;2022;7;11;2;1;0
1220;2017;4;16;5;0;0
1221;2023;35;97;4;11;0
1222;2024;12;42;5;2;0
1223;2017;7;109;5;1;0
1224;2013;5;54;5;1;0
1225;2024;10;86;5;2;0
1226;2022;8;16;7;1;1
1227;2018;4;16;7;0;0
1228;2014;9;116;5;1;0
1229;2013;5;54;3;1;0
1230;2001;1;54;5;0;1
1231;2008;1;113;4;0;0
1232;2023;3;69;2;0;0
1233;2019;10;54;5;1;1
1234;2014;4;84;5;0;0
1235;2006;2;37;4;0;1
1236;2015;7;109;7;1;1
1237;2020;9;71;5;1;0
1238;2023;20;18;7;5;0
1239;2021;6;28;5;1;0
1240;2016;7;19;5;1;1
1241;2024;19;65;4;5;0
1242;2019;5;11;4;1;0
1243;2014;3;19;5;0;0
1244;2010;2;113;5;0;0
1245;2014;6;54;3;1;0
1246;2011;2;19;5;0;0
1247;2022;12;59;4;3;0
1248;2023;15;19;4;3;0
1249;2008;2;19;4;0;1
1250;2003;1;19;2;0;0
1251;2012;3;54;5;0;0
1252;2018;5;19;4;1;0
1253;2024;12;19;5;1;1
1254;2021;9;59;5;1;0
1255;2015;2;19;3;0;0
1256;2021;14;54;4;1;1
1257;2017;9;91;5;2;0
1258;2011;3;21;2;0;0
1259;1997;1;91;3;0;0
1260;2011;1;113;4;0;1
1261;2000;1;8;5;0;0
1262;2008;6;91;5;1;0
1263;2017;7;123;3;1;0
1264;2011;0;34;1;0;0
1265;2023;2;50;2;0;1
1266;2012;3;19;5;0;0
1267;2022;9;54;5;2;0
1268;2024;10;86;5;1;1
1269;2017;5;19;4;1;0
1270;2021;18;85;1;4;0
1271;2020;12;54;6;2;0
1272;2024;12;114;4;2;0
1273;2018;1;126;1;0;0
1274;2021;11;19;5;1;1
1275;2020;10;109;5;2;0
1276;2013;2;43;4;0;0
1277;2006;2;24;5;0;0
1278;2025;10;32;5;2;0
1279;2022;9;19;5;2;0
1280;2012;3;19;5;0;0
1281;2022;8;30;5;1;0
1282;2022;7;32;4;1;0
1283;2012;2;19;5;0;0
1284;2015;7;88;5;1;0
1285;2021;9;30;7;1;1
1286;2014;4;12;4;0;0
1287;2017;3;32;2;0;0
1288;2022;12;16;5;2;0
1289;2017;12;37;7;2;0
1290;1998;1;91;5;0;1
1291;2022;14;116;5;3;0
1292;2017;7;84;5;1;0
1293;2016;2;40;5;0;0
1294;2016;4;18;4;0;0
1295;2019;14;62;4;1;1
1296;2020;7;95;5;1;0
1297;2013;3;71;5;0;0
1298;2022;9;19;5;2;0
1299;2010;3;109;5;0;0
1300;2006;2;54;5;0;0
1301;2021;11;42;5;2;0
1302;2020;11;81;1;2;0
1303;2018;6;59;5;1;0
1304;2011;5;37;4;1;0
1305;2021;3;126;2;0;0
1306;2018;8;81;8;1;0
1307;2021;10;113;5;2;0
1308;2013;5;36;5;1;0
1309;2008;3;54;5;0;1
1310;2024;28;54;7;4;1
1311;2015;8;91;4;1;0
1312;2019;5;38;5;1;0
1313;2018;4;113;5;0;0
1314;2017;6;37;5;1;0
1315;2018;6;19;7;1;0
1316;2014;6;91;5;1;0
1317;2013;5;123;4;1;0
1318;2022;16;116;5;4;0
1319;2020;1;126;1;0;0
1320;2015;10;84;5;1;1
1321;2022;9;86;5;2;0
1322;2018;7;19;5;1;0
1323;2015;4;113;5;0;0
1324;2016;4;42;4;0;1
1325;2006;3;116;4;0;0
1326;2023;14;86;5;2;1
1327;1997;1;91;4;0;0
1328;2021;5;30;2;1;0
1329;2017;17;84;5;2;1
1330;2013;3;84;5;0;0
1331;2005;2;37;5;0;0
1332;2023;7;113;5;0;1
1333;2021;9;86;5;2;0
1334;2023;9;59;5;1;0
1335;2019;6;86;5;1;0
1336;2012;4;54;5;0;0
1337;2018;8;81;5;1;0
1338;2019;3;30;4;0;0
1339;2015;4;54;4;0;0
1340;2022;9;71;4;1;1
1341;2021;10;83;2;2;0
1342;2011;3;19;5;0;0
1343;2015;6;37;5;1;0
1344;2024;38;19;5;13;0
1345;2022;2;50;1;0;0
1346;2017;3;54;5;0;0
1347;2017;3;35;5;0;0
1348;2023;11;86;5;2;0
1349;2012;4;54;5;0;0
1350;2022;14;54;5;3;0
1351;2006;3;50;5;0;0
1352;2023;5;50;1;1;0
1353;2022;9;71;5;1;1
1354;2019;6;36;4;1;0
1355;2021;7;19;7;1;0
1356;2019;5;54;5;1;0
1357;2022;9;86;5;1;1
1358;2021;8;59;4;1;0
1359;2014;3;59;5;0;0
1360;2011;1;43;4;0;0
1361;2010;2;54;5;0;0
1362;2021;12;86;5;2;0
1363;2020;10;54;5;1;1
1364;2022;16;54;3;4;0
1365;2023;2;113;1;0;0
1366;2018;4;30;5;0;0
1367;2012;3;95;5;0;0
1368;2014;4;81;5;0;0
1369;2010;2;18;4;0;0
1370;2017;6;88;5;1;0
1371;1998;1;54;5;0;0
1372;1994;1;71;5;0;0
1373;2015;4;113;4;0;0
1374;2003;2;113;5;0;0
1375;2019;3;113;2;0;0
1376;2014;6;109;5;1;0
1377;2024;7;32;5;1;0
1378;2008;3;54;5;0;0
1379;2025;9;66;4;1;1
1380;2017;5;54;5;1;0
1381;2016;1;50;1;0;0
1382;2009;4;37;5;0;0
1383;2022;15;109;5;3;0
1384;2018;1;113;2;0;0
1385;2018;7;113;5;1;1
1386;2024;19;54;5;5;0
1387;2020;2;7;2;0;0
1388;2014;2;41;4;0;0
1389;2012;4;123;4;0;0
1390;2017;5;91;3;1;0
1391;2024;9;38;2;1;0
1392;1995;1;91;5;0;0
1393;2011;3;54;4;0;0
1394;2002;1;19;2;0;0
1395;2015;13;54;5;3;0
1396;2024;9;38;5;2;0
1397;2016;6;8;1;1;0
1398;2014;4;113;4;0;0
1399;2008;2;42;4;0;0
1400;2009;0;126;2;0;0
1401;2023;10;81;5;2;0
1402;2015;7;84;5;1;0
1403;2012;3;54;5;0;0
1404;2015;1;69;1;0;0
1405;2009;3;91;5;0;0
1406;2025;2;50;1;0;0
1407;2016;2;16;2;0;0
1408;2022;14;19;4;3;0
1409;1998;1;54;12;0;0
1410;2015;5;95;3;1;0
1411;2012;5;21;5;1;0
1412;2023;14;41;5;3;0
1413;2017;1;121;2;0;0
1414;2011;2;19;5;0;0
1415;2021;6;19;5;1;0
1416;2015;7;84;4;1;0
1417;2020;8;71;5;1;0
1418;2019;8;106;5;1;0
1419;2016;2;5;5;0;0
1420;2014;3;103;5;0;0
1421;2021;7;32;5;1;0
1422;2022;6;67;5;0;1
1423;2018;6;19;4;1;0
1424;2013;2;16;5;0;0
1425;2022;10;86;5;1;1
1426;2013;2;19;5;0;0
1427;2023;15;109;5;3;0
1428;2015;4;16;5;0;0
1429;2013;6;54;5;1;0
1430;2014;5;8;5;1;0
1431;1998;1;116;4;0;0
1432;2022;9;86;5;1;0
1433;2008;3;54;4;0;0
1434;2015;3;91;5;0;0
1435;2012;3;54;5;0;0
1436;2015;8;116;5;1;0
1437;2016;4;38;2;0;0
1438;1995;1;50;5;0;0
1439;2022;7;86;5;1;0
1440;2017;5;36;2;1;0
1441;2018;7;113;4;1;0
1442;2007;4;71;7;0;0
1443;2016;3;5;2;0;0
1444;2023;9;54;5;1;1
1445;2016;3;54;4;0;0
1446;2021;5;38;3;1;0
1447;2018;3;29;5;0;0
1448;2012;4;91;5;0;0
1449;2012;7;54;5;1;0
1450;2014;7;118;5;1;0
1451;2020;7;37;5;1;0
1452;2015;3;54;5;0;0
1453;2013;2;19;5;0;0
1454;2014;6;54;3;1;0
1455;2010;2;54;5;0;0
1456;2006;1;36;5;0;0
1457;2025;21;65;2;3;1
1458;2012;3;81;8;0;0
1459;2022;14;59;5;1;1
1460;2017;11;19;4;2;0
1461;2003;2;113;4;0;0
1462;2015;6;91;5;1;0
1463;2014;3;54;5;0;0
1464;2021;8;86;5;1;0
1465;2017;5;37;4;0;1
1466;2021;5;38;5;1;0
1467;2022;13;54;5;1;1
1468;2022;8;81;5;1;0
1469;2013;4;95;5;0;0
1470;2022;8;19;2;1;0
1471;2016;6;21;4;1;0
1472;2015;6;54;2;1;0
1473;2015;3;16;5;0;0
1474;2013;9;84;5;1;0
1475;2021;13;19;5;1;1
1476;2010;1;113;5;0;0
1477;2008;2;91;5;0;0
1478;2019;5;32;4;1;0
1479;2005;2;54;5;0;0
1480;2019;5;19;5;0;0
1481;2020;11;54;5;2;0
1482;2021;16;54;3;3;0
1483;2005;2;91;5;0;0
1484;2015;11;31;5;1;1
1485;2021;6;19;2;0;1
1486;2012;3;95;2;0;0
1487;2021;9;11;6;1;0
1488;2019;7;16;5;1;0
1489;2011;3;54;5;0;0
1490;2024;10;32;4;2;0
1491;2024;10;86;5;1;1
1492;2022;8;86;5;1;0
1493;2014;3;103;4;0;0
1494;2022;9;113;5;1;0
1495;2010;2;103;5;0;0
1496;2017;3;19;2;0;0
1497;2020;7;91;5;1;0
1498;2018;6;5;4;1;0
1499;2000;1;91;5;0;0
1500;2022;7;74;1;1;0
1501;2015;3;54;5;0;0
1502;2013;4;19;4;0;0
1503;2011;3;42;4;0;0
1504;2019;7;91;5;1;0
1505;2015;8;19;5;1;1
1506;2018;5;32;5;1;0
1507;2015;1;6;2;0;0
1508;2014;3;54;5;0;0
1509;2021;11;63;5;2;0
1510;2018;3;79;5;0;0
1511;2012;4;91;4;0;0
1512;2022;8;16;7;1;1
1513;2010;9;124;5;1;0
1514;2021;24;84;5;3;1
1515;2019;5;35;4;1;0
1516;2013;4;88;4;0;0
1517;2023;11;19;5;2;0
1518;2020;10;109;4;2;0
1519;2023;7;11;5;1;0
1520;2011;11;3;4;2;0
1521;1994;1;116;5;0;0
1522;2022;1;50;1;0;0
1523;2011;3;123;5;0;0
1524;2013;2;12;5;0;0
1525;2019;9;116;5;1;0
1526;2018;9;54;4;2;0
1527;2017;8;109;3;1;0
1528;2015;5;116;5;1;0
1529;2015;3;54;5;0;0
1530;2009;2;54;5;0;0
1531;2014;3;19;5;0;0
1532;2023;7;113;5;0;1
1533;2022;15;19;4;3;0
1534;2021;13;54;5;3;0
1535;2022;1;126;2;0;0
1536;2018;9;62;5;1;0
1537;2005;2;116;4;0;1
1538;2006;2;37;4;0;0
1539;2019;7;16;5;1;0
1540;2016;4;42;5;0;1
1541;2012;3;54;4;0;1
1542;2023;11;66;5;2;0
1543;2015;14;85;2;3;0
1544;2023;13;59;4;3;0
1545;2022;7;19;2;1;0
1546;2019;4;113;4;0;0
1547;2021;7;86;5;1;0
1548;2022;9;19;5;1;0
1549;2009;0;107;1;0;0
1550;2014;4;113;5;0;0
1551;2016;5;113;5;1;0
1552;2022;11;49;4;2;0
1553;2015;2;40;5;0;0
1554;2017;6;84;5;1;0
1555;2018;7;95;5;1;0
1556;2014;4;19;5;0;0
1557;2003;2;19;2;0;0
1558;2009;2;54;5;0;0
1559;2020;5;19;5;1;0
1560;2016;5;113;5;1;0
1561;2012;4;71;5;0;0
1562;2019;13;84;4;3;0
1563;2004;2;50;4;0;0
1564;2025;12;29;5;1;1
1565;2012;2;19;4;0;0
1566;2017;4;54;3;0;0
1567;2022;15;83;4;2;1
1568;2017;4;123;5;0;0
1569;2014;2;32;4;0;0
1570;2021;1;125;1;0;0
1571;2022;11;83;2;1;1
1572;2013;3;116;3;0;0
1573;2023;12;127;5;2;0
1574;2007;2;19;5;0;0
1575;2013;2;42;4;0;0
1576;2016;5;54;5;1;0
1577;2020;8;32;5;1;0
1578;2015;2;113;5;0;0
1579;2025;14;54;5;3;0
1580;2014;2;19;5;0;0
1581;2019;8;84;5;1;0
1582;2012;5;54;5;0;1
1583;2011;2;12;4;0;0
1584;2015;5;91;5;0;1
1585;2022;7;123;5;1;0
1586;2021;16;19;5;2;1
1587;2016;3;32;5;0;0
1588;2016;3;35;2;0;0
1589;2019;1;50;1;0;0
1590;2014;5;21;5;1;0
1591;2022;1;126;2;0;0
1592;2021;8;86;5;1;0
1593;2024;13;83;2;3;0
1594;2020;16;84;5;2;1
1595;2021;19;83;2;1;0
1596;2021;16;54;3;3;0
1597;2015;8;62;5;1;1
1598;2014;3;19;5;0;0
1599;2022;7;19;2;1;0
1600;2023;11;59;5;1;1
1601;2024;11;30;5;1;1
1602;2021;5;16;2;0;1
1603;2016;4;54;5;0;0
1604;2004;1;71;5;0;0
1605;2014;2;54;8;0;0
1606;1998;1;91;5;0;0
1607;2013;3;19;4;0;0
1608;2016;4;86;5;0;0
1609;2022;8;38;2;1;1
1610;2009;5;116;5;1;0
1611;2014;4;21;2;0;0
1612;2005;2;116;5;0;0
1613;2023;9;86;5;1;1
1614;2021;7;16;5;1;0
1615;2021;16;54;2;2;1
1616;2021;6;113;5;1;0
1617;2017;4;32;5;0;0
1618;2005;1;71;5;0;0
1619;2018;17;19;5;2;1
1620;2014;2;44;2;0;0
1621;2005;2;19;5;0;0
1622;2007;4;111;5;0;0
1623;2014;6;54;3;1;0
1624;2006;2;54;5;0;0
1625;2018;5;116;5;0;1
1626;2015;8;91;5;1;0
1627;2013;4;54;45;0;0
1628;2022;7;74;2;1;0
1629;2011;4;95;4;0;0
1630;2014;7;99;5;1;0
1631;1995;1;91;5;0;0
1632;2015;2;54;6;0;0
1633;2014;7;62;5;1;0
1634;2024;13;64;5;1;1
1635;2010;1;113;5;0;0
1636;2022;8;54;5;1;0
1637;2021;16;54;2;2;1
1638;2024;21;109;5;3;1
1639;2024;14;71;5;2;1
1640;2016;8;54;5;1;0
1641;2020;13;88;5;3;0
1642;2008;2;99;5;0;0
1643;2006;2;54;2;0;0
1644;2019;8;113;4;1;0
1645;2024;9;30;2;1;0
1646;2014;6;109;4;1;0
1647;2008;2;19;5;0;0
1648;2022;15;88;5;3;0
1649;2013;3;19;5;0;0
1650;2006;2;19;5;0;0
1651;2010;3;113;5;0;0
1652;2010;7;19;5;1;0
1653;2014;7;54;4;1;0
1654;2014;2;41;5;0;0
1655;2017;5;116;5;1;0
1656;2022;11;86;5;1;1
1657;2018;4;16;2;0;0
1658;2018;5;19;5;1;0
1659;2018;12;84;4;2;0
1660;2023;1;45;1;0;0
1661;2010;4;84;5;0;0
1662;2023;8;19;2;1;0
1663;2019;5;86;5;1;0
1664;2006;2;54;3;0;0
1665;2014;4;109;4;0;0
1666;2008;3;54;3;0;0
1667;2009;3;113;4;0;0
1668;2018;5;18;5;0;1
1669;2024;8;38;5;1;0
1670;2021;5;38;5;1;0
1671;2013;3;19;5;0;0
1672;1996;1;71;2;0;0
1673;2009;4;50;5;0;0
1674;2019;5;38;5;1;0
1675;2014;18;8;5;4;0
1676;2018;4;59;4;0;0
1677;2018;5;116;4;1;0
1678;2021;10;94;2;1;1
1679;2023;11;49;5;1;1
1680;2024;2;126;1;0;0
1681;2018;15;85;5;3;0
1682;2016;8;37;5;1;0
1683;2009;1;18;4;0;0
1684;2013;3;91;4;0;0
1685;2012;4;116;4;0;0
1686;2023;8;19;2;1;0
1687;2019;1;113;1;0;0
1688;2023;8;19;2;1;0
1689;2021;9;5;5;1;0
1690;2015;3;5;5;0;0
1691;2010;6;54;5;1;0
1692;2013;2;19;5;0;0
1693;2024;18;50;5;4;0
1694;2010;2;54;5;0;0
1695;2008;3;99;5;0;0
1696;2012;3;103;5;0;0
1697;2006;2;54;5;0;0
1698;2019;12;116;5;1;1
1699;2013;1;84;4;0;0
1700;2007;3;54;5;0;0
1701;2015;3;19;5;0;0
1702;2021;9;32;7;1;0
1703;2023;7;30;4;0;1
1704;2014;3;36;2;0;0
1705;1993;1;94;4;0;0
1706;2018;5;113;4;1;0
1707;2021;6;74;2;1;0
1708;2014;4;88;5;0;0
1709;2021;6;29;7;1;0
1710;2022;16;54;2;2;1
1711;2010;1;18;5;0;0
1712;2014;3;19;5;0;0
1713;2010;1;32;2;0;0
1714;2010;3;109;4;0;0
1715;2012;8;124;5;1;1
1716;2013;3;91;5;0;0
1717;2015;6;54;5;1;0
1718;1998;1;91;2;0;0
1719;2021;14;91;5;3;0
1720;1999;1;54;5;0;1
1721;2015;8;19;5;1;1
1722;2011;1;18;5;0;0
1723;2024;3;6;2;0;0
1724;2021;8;81;5;1;1
1725;2024;10;38;2;2;0
1726;2013;7;54;4;1;0
1727;2023;20;16;5;5;0
1728;2022;8;11;5;1;0
1729;2017;6;19;5;1;0
1730;2014;4;116;5;0;0
1731;2020;8;59;5;1;0
1732;2013;4;54;5;0;0
1733;2012;5;91;3;1;0
1734;2022;7;11;2;1;0
1735;2020;3;126;1;0;0
1736;2015;3;19;5;0;0
1737;2019;7;16;5;1;0
1738;2022;8;59;4;1;1
1739;2013;4;99;5;0;0
1740;2017;12;88;5;2;0
1741;2020;2;126;2;0;0
1742;2012;5;54;2;1;0
1743;2018;11;88;5;2;0
1744;2015;3;19;4;0;0
1745;2025;9;59;5;2;0
1746;2023;21;88;5;5;0
1747;2017;4;59;4;0;0
1748;2019;10;91;2;2;0
1749;2019;10;109;4;2;0
1750;2014;6;84;5;1;0
1751;2017;6;36;4;1;0
1752;2022;7;11;5;1;0
1753;1992;0;113;1;0;0
1754;2022;9;86;5;1;0
1755;2018;5;11;5;1;0
1756;2014;3;54;5;0;0
1757;2017;8;86;5;1;0
1758;2015;3;91;4;0;0
1759;2024;9;59;5;1;1
1760;2015;17;8;4;4;0
1761;2023;10;30;5;1;1
1762;2022;11;18;5;1;1
1763;2018;2;50;2;0;0
1764;2018;13;54;5;3;0
1765;2019;14;84;5;3;0
1766;2021;7;86;5;1;0
1767;2024;20;116;5;3;1
1768;2015;3;54;5;0;0
1769;2013;6;88;4;1;0
1770;2009;2;19;5;0;1
1771;2022;1;126;2;0;0
1772;2013;2;79;2;0;0
1773;2013;2;41;4;0;0
1774;2021;9;37;5;1;1
1775;2015;2;19;5;0;0
1776;2025;12;81;5;2;0
1777;2022;10;86;5;2;0
1778;2015;8;91;5;1;0
1779;2008;2;71;5;0;0
1780;2002;1;19;5;0;0
1781;2017;7;71;4;1;0
1782;2011;7;109;5;1;0
1783;2015;3;113;5;0;0
1784;2022;10;86;4;2;0
1785;2011;1;113;3;0;0
1786;2016;0;113;1;0;0
1787;2000;1;71;2;0;0
1788;2019;12;54;3;2;0
1789;2013;2;59;5;0;1
1790;2016;5;36;4;1;0
1791;2022;8;59;5;1;0
